STATE_UT_NAME,AC_NO,AC_NAME,CANDIDATE_NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL_VOTES,POSTAL_VOTES,TOTAL_VOTES,VOTES_POLLED_PCT,TOTAL_ELECTORS
Tamil Nadu,22,Virugampakkam,AMV.PRABHAKARA RAJA,MALE,32.0,GENERAL,DMK,Rising Sun,73814,537,74351,43.97,291691
Tamil Nadu,22,Virugampakkam,VIRUGAI V.N.RAVI,MALE,58.0,GENERAL,ADMK,Two Leaves,55526,458,55984,33.11,291691
Tamil Nadu,22,Virugampakkam,SENEGAN,MALE,48.0,GENERAL,MNM,Battery Torch,16871,68,16939,10.02,291691
Tamil Nadu,22,Virugampakkam,T.S.RAJENDRAN,MALE,57.0,GENERAL,NTK,Ganna Kisan,10153,32,10185,6.02,291691
Tamil Nadu,22,Virugampakkam,M.GUNASEKARAN (A) STAR M.GUNASEKARAN,MALE,47.0,GENERAL,IND,Auto- Rickshaw,5165,21,5186,3.07,291691
Tamil Nadu,22,Virugampakkam,B.PARTHASARATHY,MALE,56.0,GENERAL,DMDK,Nagara,1584,1,1585,0.94,291691
Tamil Nadu,22,Virugampakkam,NOTA,,,,NOTA,NOTA,1551,12,1563,0.92,291691
Tamil Nadu,22,Virugampakkam,R.MAYILSAMY,MALE,56.0,GENERAL,IND,Whistle,1436,4,1440,0.85,291691
Tamil Nadu,22,Virugampakkam,SATHASIVAM,MALE,35.0,GENERAL,IND,Bricks,344,0,344,0.2,291691
Tamil Nadu,22,Virugampakkam,M.S.ISMAIL KHAN,MALE,40.0,GENERAL,AIJYMKG,Mixee,206,3,209,0.12,291691
Tamil Nadu,22,Virugampakkam,M.MANNU,MALE,42.0,GENERAL,IND,DIAMOND,146,2,148,0.09,291691
Tamil Nadu,22,Virugampakkam,V.GUNASEKARAN,MALE,60.0,GENERAL,IND,Dustbin,131,0,131,0.08,291691
Tamil Nadu,22,Virugampakkam,M.SIVAKUMAR,MALE,40.0,SC,IND,Football,119,0,119,0.07,291691
Tamil Nadu,22,Virugampakkam,G.THANIGACHALAM,MALE,42.0,GENERAL,VTVTK,Pestle and Mortar,90,0,90,0.05,291691
Tamil Nadu,22,Virugampakkam,MANJU,FEMALE,36.0,GENERAL,AMAK,Gas Cylinder,89,1,90,0.05,291691
Tamil Nadu,22,Virugampakkam,S.GUNASEKAR,MALE,31.0,GENERAL,IND,Dish Antenna,86,2,88,0.05,291691
Tamil Nadu,22,Virugampakkam,G.RAVI,MALE,36.0,GENERAL,RJD,Hurricane Lamp,69,4,73,0.04,291691
Tamil Nadu,22,Virugampakkam,M.ELLANGOVAN,MALE,40.0,GENERAL,IND,Hat,68,4,72,0.04,291691
Tamil Nadu,22,Virugampakkam,E.SANKAR,MALE,49.0,GENERAL,IND,Truck,68,0,68,0.04,291691
Tamil Nadu,22,Virugampakkam,R.PRABAHARAN,MALE,40.0,GENERAL,MMKA,Matchbox,63,2,65,0.04,291691
Tamil Nadu,22,Virugampakkam,D.PRABAKARAN,MALE,52.0,GENERAL,IND,Balloon,55,1,56,0.03,291691
Tamil Nadu,22,Virugampakkam,D.SUNDAR SINGH,MALE,43.0,GENERAL,IND,Helmet,56,0,56,0.03,291691
Tamil Nadu,22,Virugampakkam,M.SRINIVASAN,MALE,30.0,SC,IND,Wallet,49,0,49,0.03,291691
Tamil Nadu,22,Virugampakkam,V.THALAPATHI,MALE,53.0,GENERAL,IND,Bread,49,0,49,0.03,291691
Tamil Nadu,22,Virugampakkam,V.K.KATHIR,MALE,40.0,GENERAL,IND,Electric Pole,48,0,48,0.03,291691
Tamil Nadu,22,Virugampakkam,S.R.DINESH KUMAR,MALE,34.0,GENERAL,AMGRDMK,Pan,40,1,41,0.02,291691
Tamil Nadu,22,Virugampakkam,K.BOOPATHY,MALE,45.0,GENERAL,IND,Bat,34,0,34,0.02,291691
Tamil Nadu,22,Virugampakkam,V.K.SENTHIL KUMAR,MALE,38.0,GENERAL,IND,Television,24,0,24,0.01,291691
Tamil Nadu,23,Saidapet,SUBRAMANIAN. MA,MALE,61.0,GENERAL,DMK,Rising Sun,79715,479,80194,50.02,279033
