STATE_UT_NAME,AC_NO,AC_NAME,CANDIDATE_NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL_VOTES,POSTAL_VOTES,TOTAL_VOTES,VOTES_POLLED_PCT,TOTAL_ELECTORS
Tamil Nadu,130,Nilakkottai,P.Nagajothi,FEMALE,35.0,SC,IND,COCONUT FARM,511,4,515,0.28,244534
Tamil Nadu,130,Nilakkottai,V.Vinoth,MALE,29.0,SC,IND,Scissors,491,0,491,0.27,244534
Tamil Nadu,130,Nilakkottai,V.K.Aiyyar,MALE,58.0,SC,PT,Television,478,6,484,0.26,244534
Tamil Nadu,130,Nilakkottai,P.Pothumanickam,MALE,49.0,SC,IND,Peas,372,3,375,0.2,244534
Tamil Nadu,130,Nilakkottai,A.Alappan,MALE,39.0,SC,IND,Auto- Rickshaw,336,3,339,0.18,244534
Tamil Nadu,130,Nilakkottai,N.Perumal,MALE,68.0,SC,IND,Pot,252,0,252,0.14,244534
Tamil Nadu,130,Nilakkottai,V.Balasubramani,MALE,53.0,SC,IND,Syringe,163,1,164,0.09,244534
Tamil Nadu,130,Nilakkottai,V.Revadhi,FEMALE,36.0,SC,MIDP,CCTV Camera,155,3,158,0.09,244534
Tamil Nadu,130,Nilakkottai,M.Pandi,MALE,38.0,SC,IND,Whistle,135,2,137,0.07,244534
Tamil Nadu,130,Nilakkottai,S.Nithya,FEMALE,25.0,SC,IND,Gas Cylinder,126,2,128,0.07,244534
Tamil Nadu,130,Nilakkottai,P.Sivakami,FEMALE,63.0,SC,IND,Tennis Racket & Ball,76,1,77,0.04,244534
Tamil Nadu,130,Nilakkottai,M.Kalimuthu,MALE,37.0,SC,IND,Pineapple,61,0,61,0.03,244534
Tamil Nadu,131,Natham,NATHAM.R.VISWANATHAN,MALE,71.0,GENERAL,ADMK,Two Leaves,107255,507,107762,47.84,283531
Tamil Nadu,131,Natham,M.A.ANDI AMBALAM,MALE,65.0,GENERAL,DMK,Rising Sun,94968,862,95830,42.54,283531
Tamil Nadu,131,Natham,DOCTOR.V.SIVASANKARAN,MALE,35.0,GENERAL,NTK,Ganna Kisan,14673,89,14762,6.55,283531
Tamil Nadu,131,Natham,N.RAJA,MALE,39.0,GENERAL,AMMKMNKZ,Pressure Cooker,1713,8,1721,0.76,283531
Tamil Nadu,131,Natham,NOTA,,,,NOTA,NOTA,1438,6,1444,0.64,283531
Tamil Nadu,131,Natham,R.A.SARANRAJ,MALE,31.0,GENERAL,IJK,Auto- Rickshaw,1019,6,1025,0.46,283531
Tamil Nadu,131,Natham,P.ANDISAMY,MALE,41.0,SC,BSP,Elephant,676,2,678,0.3,283531
Tamil Nadu,131,Natham,S.JEYAKUMAR,MALE,37.0,GENERAL,IND,Almirah,383,0,383,0.17,283531
Tamil Nadu,131,Natham,A.KARNAN,MALE,33.0,GENERAL,IND,Pen Nib with Seven Rays,335,0,335,0.15,283531
Tamil Nadu,131,Natham,K.DHANDAPANI,MALE,49.0,SC,IND,COCONUT FARM,321,1,322,0.14,283531
Tamil Nadu,131,Natham,K.MURUGESAN,MALE,36.0,SC,IND,Whistle,224,0,224,0.1,283531
Tamil Nadu,131,Natham,M.XAVIER JOSEPH KENNEDY,MALE,54.0,GENERAL,IND,Pot,189,5,194,0.09,283531
Tamil Nadu,131,Natham,JEYAPAUL R,MALE,41.0,GENERAL,IND,Bat,190,0,190,0.08,283531
Tamil Nadu,131,Natham,V.VEMBARASAN,MALE,47.0,GENERAL,MIDP,CCTV Camera,164,2,166,0.07,283531
Tamil Nadu,131,Natham,A.BALASUBRAMANI,MALE,37.0,GENERAL,IND,Air Conditioner,112,0,112,0.05,283531
Tamil Nadu,131,Natham,C.GURUSAMY,MALE,37.0,SC,IND,Gas Cylinder,95,1,96,0.04,283531
Tamil Nadu,132,Dindigul,SREENIVASAN.C,MALE,72.0,GENERAL,ADMK,Two Leaves,89685,910,90595,46.43,276820
Tamil Nadu,132,Dindigul,PANDI.N,MALE,63.0,GENERAL,CPI(M),"Hammer, Sickle and Star",70393,2455,72848,37.34,276820
Tamil Nadu,132,Dindigul,JAYASUNDAR.R,MALE,49.0,GENERAL,NTK,Ganna Kisan,14703,157,14860,7.62,276820
Tamil Nadu,132,Dindigul,RAJENDRAN.R,MALE,69.0,GENERAL,MNM,Battery Torch,8950,113,9063,4.64,276820
Tamil Nadu,132,Dindigul,RAMUTHEVAR.P,MALE,64.0,GENERAL,AMMKMNKZ,Pressure Cooker,2379,48,2427,1.24,276820
Tamil Nadu,132,Dindigul,NOTA,,,,NOTA,NOTA,1772,35,1807,0.93,276820
Tamil Nadu,132,Dindigul,BALASUBRAMANI.K,MALE,45.0,GENERAL,IND,Hat,561,9,570,0.29,276820
Tamil Nadu,132,Dindigul,ARASUR MANOHARAN.S,MALE,65.0,GENERAL,BSP,Elephant,492,9,501,0.26,276820
Tamil Nadu,132,Dindigul,BASKARAN CHELLAPPA.J,MALE,56.0,GENERAL,IND,DIAMOND,344,1,345,0.18,276820
Tamil Nadu,132,Dindigul,AKKAMMAL.S,FEMALE,54.0,SC,MIDP,CCTV Camera,301,4,305,0.16,276820
Tamil Nadu,132,Dindigul,MURUGESAN.A,MALE,50.0,SC,PT,Television,245,9,254,0.13,276820
Tamil Nadu,132,Dindigul,ALAGU PANDIAN.R,MALE,54.0,GENERAL,AMMK,Boat with Man and Sail,232,0,232,0.12,276820
Tamil Nadu,132,Dindigul,RAHAMATHULLA.M,MALE,36.0,GENERAL,IND,COCONUT FARM,209,1,210,0.11,276820
Tamil Nadu,132,Dindigul,ANBUROSE.D,MALE,48.0,GENERAL,IND,Auto- Rickshaw,190,1,191,0.1,276820
Tamil Nadu,132,Dindigul,NAGARAJ.N,MALE,38.0,GENERAL,IND,Harmonium,179,1,180,0.09,276820
Tamil Nadu,132,Dindigul,DHANASEKARAN.C,MALE,31.0,GENERAL,IND,Ring,165,1,166,0.09,276820
Tamil Nadu,132,Dindigul,HARI PRAKASH.M,MALE,25.0,SC,IND,Tiller,118,1,119,0.06,276820
Tamil Nadu,132,Dindigul,VIJAYAPANDI.P,MALE,37.0,GENERAL,IND,Camera,109,5,114,0.06,276820
Tamil Nadu,132,Dindigul,BALAJI.R,MALE,31.0,GENERAL,IND,SHIP,104,0,104,0.05,276820
Tamil Nadu,132,Dindigul,KARTHIKEYAN.V,MALE,50.0,GENERAL,APTADMK,Jackfruit,92,0,92,0.05,276820
Tamil Nadu,132,Dindigul,SENTHIL ALAGAPPAN.A,MALE,38.0,GENERAL,IND,Bricks,81,1,82,0.04,276820
Tamil Nadu,132,Dindigul,SIVAGANAM.A,MALE,43.0,SC,AMPK,Glass Tumbler,51,2,53,0.03,276820
Tamil Nadu,133,Vedasandur,GANDHIRAJAN S,MALE,70.0,GENERAL,DMK,Rising Sun,105157,1324,106481,49.97,263561
Tamil Nadu,133,Vedasandur,PARAMASIVAM V P B,MALE,40.0,GENERAL,ADMK,Two Leaves,88330,598,88928,41.73,263561
Tamil Nadu,133,Vedasandur,POTHUMANI R,FEMALE,53.0,GENERAL,NTK,Ganna Kisan,8441,54,8495,3.99,263561
Tamil Nadu,133,Vedasandur,RAMASAMY P,MALE,43.0,GENERAL,AMMKMNKZ,Pressure Cooker,2030,11,2041,0.96,263561
Tamil Nadu,133,Vedasandur,PALANICHAMY B,MALE,59.0,GENERAL,IND,Ring,1292,1,1293,0.61,263561
Tamil Nadu,133,Vedasandur,VETRIVEL S,MALE,31.0,GENERAL,MNM,Battery torch,1202,13,1215,0.57,263561
Tamil Nadu,133,Vedasandur,PRASATH R,MALE,29.0,SC,IND,Television,886,1,887,0.42,263561
Tamil Nadu,133,Vedasandur,NOTA,,,,NOTA,NOTA,798,5,803,0.38,263561
Tamil Nadu,133,Vedasandur,MUTHUSAMY V,MALE,45.0,GENERAL,IND,Electric Pole,739,1,740,0.35,263561
Tamil Nadu,133,Vedasandur,KARTHIKEYAN A,MALE,43.0,SC,MIDP,CCTV Camera,669,0,669,0.31,263561
Tamil Nadu,133,Vedasandur,MURUGAN P,MALE,48.0,SC,IND,Skipping Rope,489,0,489,0.23,263561
Tamil Nadu,133,Vedasandur,SUKUMAR V,MALE,43.0,SC,IND,DIAMOND,233,0,233,0.11,263561
Tamil Nadu,133,Vedasandur,NANDAKUMAR P,MALE,31.0,SC,IND,Safety Pin,124,0,124,0.06,263561
Tamil Nadu,133,Vedasandur,MURUGESAN K,MALE,49.0,SC,GPI,Lady Finger,123,0,123,0.06,263561
Tamil Nadu,133,Vedasandur,MANEESHANKAR M G,MALE,46.0,GENERAL,RSPS,Cup & Saucer,105,3,108,0.05,263561
Tamil Nadu,133,Vedasandur,KALIMUTHU V,MALE,30.0,GENERAL,SMKNK,Walking Stick,101,0,101,0.05,263561
Tamil Nadu,133,Vedasandur,DHARMALINGAM Dr MARUR N,MALE,76.0,GENERAL,IND,Auto- Rickshaw,78,3,81,0.04,263561
Tamil Nadu,133,Vedasandur,MOORTHY S,MALE,45.0,GENERAL,IND,Binoculars,77,0,77,0.04,263561
Tamil Nadu,133,Vedasandur,SARAVANA KUMAR K R,MALE,33.0,GENERAL,IND,Gift Pack,71,1,72,0.03,263561
Tamil Nadu,133,Vedasandur,SELVARAJ V,MALE,50.0,GENERAL,IND,Gas Cylinder,71,0,71,0.03,263561
Tamil Nadu,133,Vedasandur,RAMASAMY K,MALE,65.0,GENERAL,IND,Air Conditioner,48,1,49,0.02,263561
Tamil Nadu,134,Aravakurichi,ELANGO. R,MALE,50.0,GENERAL,DMK,Rising Sun,92215,1154,93369,52.72,213969
Tamil Nadu,134,Aravakurichi,ANNAMALAI. K,MALE,36.0,GENERAL,BJP,Lotus,67915,638,68553,38.71,213969
Tamil Nadu,134,Aravakurichi,ANITHA PARVEEN. M,FEMALE,38.0,GENERAL,NTK,Ganna Kisan,7156,32,7188,4.06,213969
Tamil Nadu,134,Aravakurichi,THANGAVEL. P. S. N,MALE,53.0,GENERAL,AMMKMNKZ,Pressure Cooker,1593,6,1599,0.9,213969
Tamil Nadu,134,Aravakurichi,MOHAMMED HANEEF SHAHIL. K. S,MALE,32.0,GENERAL,MNM,Battery torch,1375,7,1382,0.78,213969
Tamil Nadu,134,Aravakurichi,SARAVANAN. P,MALE,38.0,GENERAL,IND,DIAMOND,1236,0,1236,0.7,213969
Tamil Nadu,134,Aravakurichi,NOTA,,,,NOTA,NOTA,866,3,869,0.49,213969
Tamil Nadu,134,Aravakurichi,RAJKUMAR. R,MALE,39.0,GENERAL,TNLK,Ring,375,2,377,0.21,213969
Tamil Nadu,134,Aravakurichi,SATHEESHKUMAR. T,MALE,36.0,SC,IND,Helmet,336,0,336,0.19,213969
Tamil Nadu,134,Aravakurichi,SUNDARARAJ. R,MALE,41.0,SC,BSP,Elephant,328,0,328,0.19,213969
Tamil Nadu,134,Aravakurichi,MANOJPANDIYAN. J. M,MALE,30.0,SC,IND,Electric Pole,291,0,291,0.16,213969
Tamil Nadu,134,Aravakurichi,CHITHAMBARAM. A,MALE,42.0,GENERAL,IND,Gas Stove,241,0,241,0.14,213969
Tamil Nadu,134,Aravakurichi,MURUGESAN. M. S,MALE,51.0,SC,IND,HOCKEY and BALL,174,0,174,0.1,213969
Tamil Nadu,134,Aravakurichi,MATHIYALAGAN. P,MALE,29.0,SC,IND,Road Roller,160,0,160,0.09,213969
Tamil Nadu,134,Aravakurichi,SILAMBARASAN. P,MALE,32.0,SC,IND,Gift Pack,129,0,129,0.07,213969
Tamil Nadu,134,Aravakurichi,MAHESHMANI. T,MALE,34.0,GENERAL,IND,Gas Cylinder,104,0,104,0.06,213969
Tamil Nadu,134,Aravakurichi,SAKUNTHALA. N,FEMALE,42.0,GENERAL,IND,BISCUIT,79,0,79,0.04,213969
Tamil Nadu,134,Aravakurichi,KARTHIKEYAN. R,MALE,28.0,SC,IND,Capsicum,63,0,63,0.04,213969
Tamil Nadu,134,Aravakurichi,ARIVALAGAN. T,MALE,29.0,GENERAL,IND,Auto- Rickshaw,53,0,53,0.03,213969
Tamil Nadu,134,Aravakurichi,VAIRASEEMAN. G,MALE,35.0,SC,IND,Television,46,0,46,0.03,213969
Tamil Nadu,134,Aravakurichi,KARTHIK. D,MALE,29.0,GENERAL,IND,Cake,45,0,45,0.03,213969
Tamil Nadu,134,Aravakurichi,RAJENDIRAN. M,MALE,33.0,GENERAL,IND,Whistle,45,0,45,0.03,213969
Tamil Nadu,134,Aravakurichi,KIRUBANANTH. S,MALE,32.0,GENERAL,IND,Baby Walker,41,0,41,0.02,213969
Tamil Nadu,134,Aravakurichi,PERIYASAMY. M. R,MALE,53.0,GENERAL,IND,BOX,40,0,40,0.02,213969
Tamil Nadu,134,Aravakurichi,ARUMUGAM. R,MALE,49.0,SC,IND,BUCKET,29,0,29,0.02,213969
Tamil Nadu,134,Aravakurichi,SIVAKUMAR. A,MALE,41.0,SC,IND,Bat,27,0,27,0.02,213969
Tamil Nadu,134,Aravakurichi,BOOPATHY. S,MALE,28.0,SC,IND,Well,27,0,27,0.02,213969
Tamil Nadu,134,Aravakurichi,PITCHAIMUTHU. T,MALE,45.0,GENERAL,IND,Cup & Saucer,25,0,25,0.01,213969
Tamil Nadu,134,Aravakurichi,BASKARAN. N,MALE,27.0,GENERAL,IND,Tractor Chalata Kisan,23,1,24,0.01,213969
Tamil Nadu,134,Aravakurichi,SURESHBABU. S,MALE,38.0,GENERAL,IND,Air Conditioner,24,0,24,0.01,213969
Tamil Nadu,134,Aravakurichi,RAGUNATH. P,MALE,26.0,GENERAL,IND,Neck Tie,23,0,23,0.01,213969
Tamil Nadu,134,Aravakurichi,MOHANRAJ. C,MALE,37.0,GENERAL,SMKNK,Walking Stick,21,1,22,0.01,213969
Tamil Nadu,134,Aravakurichi,THANEGASALAM. R. V,MALE,61.0,GENERAL,IND,Football,20,1,21,0.01,213969
Tamil Nadu,134,Aravakurichi,PRABAKARAN. T,MALE,33.0,GENERAL,IND,Cauliflower,20,1,21,0.01,213969
Tamil Nadu,134,Aravakurichi,RANJITH. I,MALE,41.0,GENERAL,IND,Hat,21,0,21,0.01,213969
Tamil Nadu,134,Aravakurichi,RAMAGURU. R,MALE,39.0,GENERAL,IND,SHIP,18,1,19,0.01,213969
Tamil Nadu,134,Aravakurichi,SURESH. M,MALE,45.0,GENERAL,IND,Grapes,19,0,19,0.01,213969
Tamil Nadu,134,Aravakurichi,SELVAKUMAR. R,MALE,40.0,GENERAL,IND,Helicopter,19,0,19,0.01,213969
Tamil Nadu,134,Aravakurichi,PRAKASH. P,MALE,41.0,SC,IND,COMPUTER,16,0,16,0.01,213969
Tamil Nadu,134,Aravakurichi,PRABHU. G,MALE,38.0,SC,IND,Water Melon,16,0,16,0.01,213969
Tamil Nadu,134,Aravakurichi,VIVEKANANTHAN. V,MALE,29.0,SC,IND,Dustbin,13,0,13,0.01,213969
Tamil Nadu,135,Karur,SENTHILBALAJI V,MALE,45.0,GENERAL,DMK,Rising Sun,100356,1401,101757,49.08,245356
Tamil Nadu,135,Karur,VIJAYABHASKAR. M.R,MALE,55.0,GENERAL,ADMK,Two Leaves,88440,869,89309,43.08,245356
Tamil Nadu,135,Karur,KARUPPAIYA.R,MALE,55.0,GENERAL,NTK,Ganna Kisan,7286,30,7316,3.53,245356
Tamil Nadu,135,Karur,MOHANRAJ.S,MALE,43.0,GENERAL,MNM,Battery torch,4138,16,4154,2.0,245356
Tamil Nadu,135,Karur,NOTA,,,,NOTA,NOTA,954,7,961,0.46,245356
Tamil Nadu,135,Karur,THANGARAJ.N,MALE,47.0,GENERAL,DMDK,Nagara,946,7,953,0.46,245356
Tamil Nadu,135,Karur,RAVI.P,MALE,55.0,GENERAL,IND,Auto- Rickshaw,366,3,369,0.18,245356
Tamil Nadu,135,Karur,ANBAZHAGAN,MALE,31.0,GENERAL,IND,Pen Nib with Seven Rays,334,0,334,0.16,245356
Tamil Nadu,135,Karur,AADHIKRISHNAN.P,MALE,45.0,SC,BSP,Elephant,210,0,210,0.1,245356
Tamil Nadu,135,Karur,KANNAN.T,MALE,31.0,SC,IND,Diesel Pump,165,0,165,0.08,245356
Tamil Nadu,135,Karur,RAJESHKANNAN.S,MALE,42.0,GENERAL,IND,Dustbin,138,0,138,0.07,245356
Tamil Nadu,135,Karur,KATHIRAVAN.P,MALE,27.0,SC,IND,CUTTING PLIERS,114,0,114,0.05,245356
Tamil Nadu,135,Karur,DHANALAKSHMI.M,FEMALE,37.0,SC,GPI,Lady Finger,105,0,105,0.05,245356
Tamil Nadu,135,Karur,JAYAKUMAR.G,MALE,28.0,SC,IND,Peas,100,2,102,0.05,245356
Tamil Nadu,135,Karur,SHANMUGAM.N,MALE,50.0,GENERAL,SMKNK,Walking Stick,99,0,99,0.05,245356
Tamil Nadu,135,Karur,SURYA,MALE,29.0,GENERAL,IND,Cup & Saucer,96,0,96,0.05,245356
Tamil Nadu,135,Karur,MURUGESAN.A,MALE,49.0,GENERAL,IND,Television,83,1,84,0.04,245356
Tamil Nadu,135,Karur,BALAMANIKANDAN.K,MALE,44.0,GENERAL,IND,Ring,56,0,56,0.03,245356
Tamil Nadu,135,Karur,AMARSRI.M,MALE,42.0,SC,IND,Throwing a Javelin,56,0,56,0.03,245356
Tamil Nadu,135,Karur,KALAI RAJ.K,MALE,31.0,SC,IND,Helmet,51,0,51,0.02,245356
Tamil Nadu,135,Karur,SIVAKUMAR.V,MALE,40.0,GENERAL,IND,Coat,46,0,46,0.02,245356
Tamil Nadu,135,Karur,MOHAN.M.L.M,MALE,67.0,SC,IND,Swing,42,0,42,0.02,245356
Tamil Nadu,135,Karur,KRISHNAKUMAR.S,MALE,26.0,GENERAL,IND,Tent,42,0,42,0.02,245356
Tamil Nadu,135,Karur,JOSEPH.M.A,MALE,72.0,GENERAL,DMSK,Football,39,0,39,0.02,245356
Tamil Nadu,135,Karur,SIVASAMY.P,MALE,38.0,GENERAL,IND,Truck,37,0,37,0.02,245356
Tamil Nadu,135,Karur,MURUGANANTHAM.T,MALE,28.0,GENERAL,IND,Stumps,30,0,30,0.01,245356
Tamil Nadu,135,Karur,KARUNAMOORTHY.S,MALE,31.0,SC,IND,Balloon,29,0,29,0.01,245356
Tamil Nadu,135,Karur,ABILAZAN.N,MALE,32.0,SC,IND,COCONUT FARM,29,0,29,0.01,245356
Tamil Nadu,135,Karur,SHIVAKUMAR.K,MALE,48.0,GENERAL,IND,Laptop,29,0,29,0.01,245356
Tamil Nadu,135,Karur,AMARNATH.K,MALE,35.0,GENERAL,IND,Bead Necklace,28,0,28,0.01,245356
Tamil Nadu,135,Karur,VENKATESH PRABU.K,MALE,31.0,GENERAL,IND,Gramophone,26,0,26,0.01,245356
Tamil Nadu,135,Karur,VIGNESHWARAN.P,MALE,28.0,GENERAL,IND,DIAMOND,25,0,25,0.01,245356
Tamil Nadu,135,Karur,JOTHI SUTHARSAN,MALE,32.0,GENERAL,IND,Grapes,22,0,22,0.01,245356
Tamil Nadu,135,Karur,PRAKASH.N,MALE,42.0,GENERAL,IND,Frock,20,0,20,0.01,245356
Tamil Nadu,135,Karur,GOPALAKRISHNAN.A,MALE,35.0,GENERAL,IND,Water Melon,19,0,19,0.01,245356
Tamil Nadu,135,Karur,SUDHAKAR.L,MALE,40.0,GENERAL,IND,Gas Stove,19,0,19,0.01,245356
Tamil Nadu,135,Karur,SIVAKUMAR.N,MALE,55.0,GENERAL,IND,Cauliflower,18,0,18,0.01,245356
Tamil Nadu,135,Karur,PALANIVEL.P,MALE,40.0,SC,IND,Electric Pole,17,0,17,0.01,245356
Tamil Nadu,135,Karur,BANUMATHY,FEMALE,40.0,GENERAL,IND,Gas Cylinder,16,0,16,0.01,245356
Tamil Nadu,135,Karur,KAMARAJ.P,MALE,30.0,GENERAL,IND,Binoculars,15,0,15,0.01,245356
Tamil Nadu,135,Karur,VENKADESH.K,MALE,36.0,GENERAL,IND,Wallet,14,0,14,0.01,245356
Tamil Nadu,135,Karur,MOUNAGURUBALUSAMY.K,MALE,32.0,GENERAL,IND,Gift Pack,14,0,14,0.01,245356
Tamil Nadu,135,Karur,VIJAYABHASKAR.R.V,MALE,56.0,GENERAL,IND,SHIP,14,0,14,0.01,245356
Tamil Nadu,135,Karur,MUTHU. K.R,MALE,32.0,GENERAL,IND,Bat,14,0,14,0.01,245356
Tamil Nadu,135,Karur,DEEPANANDH.N,MALE,39.0,GENERAL,IND,Stool,14,0,14,0.01,245356
Tamil Nadu,135,Karur,NOOR MOHAMMED THOUFFIC.A,MALE,26.0,GENERAL,IND,Brief Case,13,0,13,0.01,245356
Tamil Nadu,135,Karur,VIJAYAN.K,MALE,35.0,GENERAL,IND,Capsicum,13,0,13,0.01,245356
Tamil Nadu,135,Karur,THIRUGNANAM.M,MALE,26.0,SC,IND,Football Player,13,0,13,0.01,245356
Tamil Nadu,135,Karur,SENTHILKUMAR.A,MALE,34.0,SC,IND,Air Conditioner,13,0,13,0.01,245356
Tamil Nadu,135,Karur,TAMILARASAN.K,MALE,44.0,SC,IND,Tractor Chalata Kisan,13,0,13,0.01,245356
Tamil Nadu,135,Karur,SAMIVEL.A,MALE,36.0,SC,IND,Mike,12,0,12,0.01,245356
Tamil Nadu,135,Karur,DANIYA,FEMALE,40.0,GENERAL,IND,Jackfruit,11,0,11,0.01,245356
Tamil Nadu,135,Karur,PRAKASH.A,MALE,29.0,GENERAL,IND,Batsman,11,0,11,0.01,245356
Tamil Nadu,135,Karur,MAHENDRAN,MALE,44.0,GENERAL,IND,Cake,11,0,11,0.01,245356
Tamil Nadu,135,Karur,MURALI.M,MALE,33.0,SC,IND,BUCKET,10,0,10,0.0,245356
Tamil Nadu,135,Karur,SATHISH.P,MALE,33.0,GENERAL,IND,CHESS BOARD,10,0,10,0.0,245356
Tamil Nadu,135,Karur,SARAVANAN.R,MALE,46.0,SC,IND,Nail Cutter,10,0,10,0.0,245356
Tamil Nadu,135,Karur,MANOJ.P,MALE,26.0,GENERAL,IND,CAN,10,0,10,0.0,245356
Tamil Nadu,135,Karur,SAMIAPPAN.K,MALE,43.0,GENERAL,IND,Ginger,10,0,10,0.0,245356
Tamil Nadu,135,Karur,VINOTHKUMAR,MALE,39.0,SC,IND,Carrom Board,9,0,9,0.0,245356
Tamil Nadu,135,Karur,SAMPATH.S,MALE,44.0,GENERAL,IND,CCTV Camera,9,0,9,0.0,245356
Tamil Nadu,135,Karur,SUBASH MALAYALAM.T,MALE,25.0,GENERAL,IND,Rubber Stamp,8,0,8,0.0,245356
Tamil Nadu,135,Karur,MUTHUKUMAR.G,MALE,48.0,GENERAL,IND,Pineapple,8,0,8,0.0,245356
Tamil Nadu,135,Karur,SUDHAKAR.S,MALE,40.0,GENERAL,IND,Well,7,0,7,0.0,245356
Tamil Nadu,135,Karur,THAMILALAGAN,MALE,35.0,SC,IND,Bricks,7,0,7,0.0,245356
Tamil Nadu,135,Karur,SELVAKUMAR.M,MALE,41.0,GENERAL,IND,Socks,7,0,7,0.0,245356
Tamil Nadu,135,Karur,DHANABAL,MALE,37.0,SC,IND,BISCUIT,7,0,7,0.0,245356
Tamil Nadu,135,Karur,BOOPATHI.P,MALE,28.0,GENERAL,IND,Ludo,6,0,6,0.0,245356
Tamil Nadu,135,Karur,PRAKASH.V,MALE,39.0,SC,IND,Pot,5,0,5,0.0,245356
Tamil Nadu,135,Karur,DURAISAMY.J,MALE,37.0,GENERAL,IND,Bicycle Pump,5,0,5,0.0,245356
Tamil Nadu,135,Karur,VEERAKUMAR.T,MALE,29.0,GENERAL,IND,Harmonium,5,0,5,0.0,245356
Tamil Nadu,135,Karur,PRASANTH.S,MALE,29.0,SC,IND,Camera,4,0,4,0.0,245356
Tamil Nadu,135,Karur,SANTHANAKUMAR.M,MALE,37.0,GENERAL,IND,CALCULATOR,3,1,4,0.0,245356
Tamil Nadu,135,Karur,PUSHPARAJ.P,MALE,38.0,GENERAL,IND,Dish Antenna,3,0,3,0.0,245356
Tamil Nadu,135,Karur,MANIVANNAN.S,MALE,48.0,GENERAL,IND,Almirah,3,0,3,0.0,245356
Tamil Nadu,135,Karur,SAKTHIKUMAR,MALE,35.0,GENERAL,IND,Hat,2,0,2,0.0,245356
Tamil Nadu,135,Karur,SENTHILKUMAR.A.M,MALE,46.0,GENERAL,IND,CUBE,2,0,2,0.0,245356
Tamil Nadu,135,Karur,MANIKANDAN.K,MALE,38.0,GENERAL,IND,FLUTE,2,0,2,0.0,245356
Tamil Nadu,136,Krishnarayapuram,SIVAGAMA SUNDARI.K,FEMALE,50.0,SC,DMK,Rising Sun,95321,1219,96540,53.37,213056
Tamil Nadu,136,Krishnarayapuram,MUTHUKUMAR,MALE,41.0,SC,ADMK,Two Leaves,64507,408,64915,35.88,213056
Tamil Nadu,136,Krishnarayapuram,ILAKIYA.R,FEMALE,30.0,SC,NTK,Ganna Kisan,9654,52,9706,5.37,213056
Tamil Nadu,136,Krishnarayapuram,KATHIRVEL.M,MALE,44.0,SC,DMDK,Nagara,1940,6,1946,1.08,213056
Tamil Nadu,136,Krishnarayapuram,SARAVANAN.V,MALE,45.0,SC,MNM,Battery torch,1837,11,1848,1.02,213056
Tamil Nadu,136,Krishnarayapuram,NOTA,,,,NOTA,NOTA,1172,5,1177,0.65,213056
Tamil Nadu,136,Krishnarayapuram,SIVAKUMAR. O,MALE,52.0,SC,IND,Peas,910,1,911,0.5,213056
Tamil Nadu,136,Krishnarayapuram,SELVAKUMAR.S,MALE,46.0,SC,IND,DIAMOND,710,0,710,0.39,213056
Tamil Nadu,136,Krishnarayapuram,MURUGESAN.R,MALE,45.0,SC,BSP,Elephant,538,2,540,0.3,213056
Tamil Nadu,136,Krishnarayapuram,SATHYARAJ,MALE,35.0,SC,IND,Tractor Chalata Kisan,433,0,433,0.24,213056
Tamil Nadu,136,Krishnarayapuram,CHINNASAMY.V,MALE,57.0,SC,IND,Throwing a Javelin,377,0,377,0.21,213056
Tamil Nadu,136,Krishnarayapuram,TAMIL SELVAN.M,MALE,45.0,SC,IND,Bat,242,0,242,0.13,213056
Tamil Nadu,136,Krishnarayapuram,SENTHILKUMAR.M,MALE,30.0,SC,IND,COCONUT FARM,214,0,214,0.12,213056
Tamil Nadu,136,Krishnarayapuram,ASHOKAN.P,MALE,52.0,SC,PT,Television,194,1,195,0.11,213056
Tamil Nadu,136,Krishnarayapuram,SAKTHIVEL.K,MALE,38.0,SC,IND,Binoculars,151,0,151,0.08,213056
Tamil Nadu,136,Krishnarayapuram,CHANDRA.P,FEMALE,41.0,SC,MIDP,CCTV Camera,128,0,128,0.07,213056
Tamil Nadu,136,Krishnarayapuram,RAJAGURU. M,MALE,37.0,SC,SMKNK,Walking Stick,121,1,122,0.07,213056
Tamil Nadu,136,Krishnarayapuram,KRISHNAMOORTHI.M,MALE,36.0,SC,IND,Gas Cylinder,119,0,119,0.07,213056
Tamil Nadu,136,Krishnarayapuram,RAJAGOPAL.K,MALE,33.0,SC,IND,Tongs,113,0,113,0.06,213056
Tamil Nadu,136,Krishnarayapuram,RAMESH.N.P,MALE,46.0,SC,IND,Pot,107,1,108,0.06,213056
Tamil Nadu,136,Krishnarayapuram,NARAYANAN.KR,MALE,52.0,SC,CPI(ML)(L),Flag with Three Stars,100,1,101,0.06,213056
Tamil Nadu,136,Krishnarayapuram,GOPI KRISHNAN.P,MALE,33.0,SC,IND,Football Player,97,0,97,0.05,213056
Tamil Nadu,136,Krishnarayapuram,MURUGANANTHAM.T,MALE,37.0,SC,IND,Electric Pole,69,0,69,0.04,213056
Tamil Nadu,136,Krishnarayapuram,NAGARAJAN. C,MALE,40.0,SC,IND,FLUTE,68,0,68,0.04,213056
Tamil Nadu,136,Krishnarayapuram,MAHAMUNI.A,MALE,37.0,SC,IND,Black Board,27,0,27,0.01,213056
